"","Island","AB_Island_ID","Weigelt.ID","Archipelago","Species_Name","Common_Name","Sibley2_0ID","AB_Species_ID","introduced","modern_observed","historically_observed","fossil_observed","Source","Fossil_Evidence","Notes","good_island"
"5046","Puerto Rico",64,11797,"Greater Antilles","Tiaris olivacea","yellow-faced grassquit",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"5047","Puerto Rico",64,11797,"Greater Antilles","Todus mexicanus","puerto rican tody",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common, endemic",1
"5048","Puerto Rico",64,11797,"Greater Antilles","Turdus plumbeus","red-legged thrush",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"5049","Puerto Rico",64,11797,"Greater Antilles","Tyrannus caudifasciatus","loggerhead kingbird",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"5050","Puerto Rico",64,11797,"Greater Antilles","Tyrannus dominicensis","gray kingbird",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"5051","Puerto Rico",64,11797,"Greater Antilles","Vidua macroura","pin-tailed whydah",NA,NA,1,1,NA,NA,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon, local, 1960s",1
"5052","Puerto Rico",64,11797,"Greater Antilles","Vireo altiloquus","black-whiskered vireo",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common. breeding migrant",1
"5053","Puerto Rico",64,11797,"Greater Antilles","Vireo latimeri","puerto rican vireo",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common, endemic",1
"5054","Puerto Rico",64,11797,"Greater Antilles","Zenaida asiatica","white-winged dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"uncommon",1
"5055","Puerto Rico",64,11797,"Greater Antilles","Zenaida aurita","zenaida dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"common",1
"5056","Puerto Rico",64,11797,"Greater Antilles","Zenaida macroura","mourning dove",NA,NA,0,1,1,0,"A Guide to the Birds of the West Indies ; Raffaele et al.;1998",NA,"locally common",1
"5057","Puerto Rico",64,11797,"Greater Antilles","Athene sp.",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5058","Puerto Rico",64,11797,"Greater Antilles","Caracara latebrosus",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography","Polyborus",1
"5059","Puerto Rico",64,11797,"Greater Antilles","Carduelis dominicensis","Antillan siskin",NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5060","Puerto Rico",64,11797,"Greater Antilles","Corvus pumilus",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5061","Puerto Rico",64,11797,"Greater Antilles","Geotrygon larva",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5062","Puerto Rico",64,11797,"Greater Antilles","Mimus gundlachii","Bahama mockingbird",NA,NA,0,0,1,0,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5063","Puerto Rico",64,11797,"Greater Antilles","Nesotrochis debooyi",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5064","Puerto Rico",64,11797,"Greater Antilles","Pedinorhis stirpsarcana",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5065","Puerto Rico",64,11797,"Greater Antilles","Tachornis uranoceles",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5066","Puerto Rico",64,11797,"Greater Antilles","Tyto cavatica",NA,NA,NA,0,0,0,1,"Milberg & Tyrberg 1993 Ecography","Milberg & Tyrberg 1993 Ecography",NA,1
"5136","Rennell",133,80609,"Solomons","Accipita fasciatus fasciatus","Brown Goshawk",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5137","Rennell",133,80609,"Solomons","Aerodramus spodiopygius reichenowi","White-rumped Swiftlet",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5138","Rennell",133,80609,"Solomons","Aerodramus vanikorensis lugubris/vanikorensis","Uniform Swiftlet",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5139","Rennell",133,80609,"Solomons","Anas gibberifrons remissa","Grey Teal",NA,NA,0,0,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5140","Rennell",133,80609,"Solomons","Anas superciliosa pelewensis","Pacific Black Duck",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5141","Rennell",133,80609,"Solomons","Anous minutus minutus","Black Noddy",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5142","Rennell",133,80609,"Solomons","Anous stolidus pileatus","Brown Noddy",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5143","Rennell",133,80609,"Solomons","Aplornis cantoroides cantoroides","Singing Starling",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5144","Rennell",133,80609,"Solomons","Aplornis insularis","Rennell Starling",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5145","Rennell",133,80609,"Solomons","Ardenna pacificus","Wedge-tailed Shearwater",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5146","Rennell",133,80609,"Solomons","Caloenas n. nicobarica","Nicobar Pigeon",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5147","Rennell",133,80609,"Solomons","Chalcites lucidus harterti","Shining Bronze-Cuckoo",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5148","Rennell",133,80609,"Solomons","Clytorhynchus hamlini","Rennell Shrikebill",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5149","Rennell",133,80609,"Solomons","Collocalia esculenta desiderata","Glossy Swiftlet",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5150","Rennell",133,80609,"Solomons","Coracina lineata gracilis","Barred Cuckoo-shrike",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5151","Rennell",133,80609,"Solomons","Ducula pacifica tarrali/pacifica","Pacific Imperial Pigeon",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5152","Rennell",133,80609,"Solomons","Egretta sacra sacra","Eastern Reef Egret",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5153","Rennell",133,80609,"Solomons","Fregata andrewsi","Christmas Island Frigatebird",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5154","Rennell",133,80609,"Solomons","Fregata ariel ariel","Lesser Frigatebird",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5155","Rennell",133,80609,"Solomons","Fregata minor","Great Frigatebird",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5156","Rennell",133,80609,"Solomons","Gallicolumba beccarii solomonensis","Bronze Ground Dove",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5157","Rennell",133,80609,"Solomons","Geoffroyus heteroclitus hyacinthinus","Song (Singing) Parrot",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5158","Rennell",133,80609,"Solomons","Gerygone flavolateralis citrina","Fan-tailed Gerygone",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5159","Rennell",133,80609,"Solomons","Gygis alba alba","White Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5160","Rennell",133,80609,"Solomons","Hemiprocne mystacea woodfordiana","Moustached Tree-Swift",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5161","Rennell",133,80609,"Solomons","Ixobrychus flavicollis woodfordi","Black Bittern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5162","Rennell",133,80609,"Solomons","Lorius chlorocercus","Yellow-bibbed Lory",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5163","Rennell",133,80609,"Solomons","Macropygia mackinlayi arossi","Mackinlay's Cuckoo-Dove",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5164","Rennell",133,80609,"Solomons","Micropsitta f. finschii","Finschæž¯s Pigmy Parrot",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5165","Rennell",133,80609,"Solomons","Myiagra caledonica occidentalis","Melanesian Flycatcher",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5166","Rennell",133,80609,"Solomons","Myzomela cardinalis sanfordi","Cardinal Myzomela",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5167","Rennell",133,80609,"Solomons","Onychoprion a. anaethetus","Bridled Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5168","Rennell",133,80609,"Solomons","Onychoprion fuscata serrata","Sooty Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5169","Rennell",133,80609,"Solomons","Pachycephala pectoralis feminina","Common Golden Whistler",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5170","Rennell",133,80609,"Solomons","Pandion cristatus melvillensis","Eastern Osprey",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5171","Rennell",133,80609,"Solomons","Phaethon lepturus","White-tailed Tropicbird",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5172","Rennell",133,80609,"Solomons","Phaethon rubricauda","Red-tailed Tropicbird",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5173","Rennell",133,80609,"Solomons","Phalacrocorax carbo","Great Cormorant",NA,NA,1,1,NA,NA,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5174","Rennell",133,80609,"Solomons","Phalacrocorax melanoleucos brevicauda","Little Pied Cormorant",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5175","Rennell",133,80609,"Solomons","Platalea regia","Royal Spoonbill",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5176","Rennell",133,80609,"Solomons","Porphyrio porphyrio samoensis","Purple Swamphen",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5177","Rennell",133,80609,"Solomons","Porzana tabuensis tabuensis","Spotless Crake",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5178","Rennell",133,80609,"Solomons","Pseudobulweria rostrata","Tahiti Petrel",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5179","Rennell",133,80609,"Solomons","Ptilinopus richardsii cyanopterus","Silver-capped Fruit Dove",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5180","Rennell",133,80609,"Solomons","Rhipidura rennelliana","Rennell Fantail",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5181","Rennell",133,80609,"Solomons","Sterna dougallii bangsi","Roseate Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5182","Rennell",133,80609,"Solomons","Sterna sumatrana sumatrana","Black-naped Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5183","Rennell",133,80609,"Solomons","Sula dactylactra","Masked Booby",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5184","Rennell",133,80609,"Solomons","Sula leucogaster","Brown Booby",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5185","Rennell",133,80609,"Solomons","Sula sula","Red-footed Booby",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5186","Rennell",133,80609,"Solomons","Tachybaptus novaehollandiae rennellianus","Australasian Grebe",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5187","Rennell",133,80609,"Solomons","Thalasseus bergii cristatus","Crested Tern",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5188","Rennell",133,80609,"Solomons","Threskiornis molucca pygmaeus","Australian White Ibis",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5189","Rennell",133,80609,"Solomons","Todirhamphus chloris amoena","Collared Kingfisher",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5190","Rennell",133,80609,"Solomons","Turdus poliocephalus rennellianus","Island Thrush",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5191","Rennell",133,80609,"Solomons","Tyto javanica crassirostris","Eastern Barn Owl",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5192","Rennell",133,80609,"Solomons","Woodfordia superciliosa","Woodford's (Bare-eyed) White-eye ",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5193","Rennell",133,80609,"Solomons","Zosterops rennellianus","Rennell White-eye",NA,NA,0,1,1,0,"http://birdsofmelanesia.net/solomons8.html/rennell.pdf",NA,NA,1
"5194","Reunion",48,53611,"Mascarenes","Anas querquedula",NA,NA,NA,0,1,1,0,"avibase",NA,NA,1
"5195","Reunion",48,53611,"Mascarenes","Fregilupus varius",NA,NA,600,0,0,1,0,"avibase",NA,NA,1
"5196","Reunion",48,53611,"Mascarenes","Milvus migrans",NA,NA,NA,0,1,1,0,"avibase",NA,NA,1
"5197","Reunion",48,53611,"Mascarenes","Raphus solitarius",NA,NA,NA,0,0,1,0,"avibase",NA,NA,1
"5198","Reunion",48,53611,"Mascarenes","Acridotheres tristis","Common Myna",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5199","Reunion",48,53611,"Mascarenes","Amandava amandava","Red Avadavat",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5200","Reunion",48,53611,"Mascarenes","Anas melleri","Meller's Duck",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5201","Reunion",48,53611,"Mascarenes","Estrilda astrild","Common Waxbill",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5202","Reunion",48,53611,"Mascarenes","Foudia madagascariensis","Red Fody",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5203","Reunion",48,53611,"Mascarenes","Foudia madagascariensis",NA,"12022",NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5204","Reunion",48,53611,"Mascarenes","Geopelia striata","Zebra Dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5205","Reunion",48,53611,"Mascarenes","Lonchura punctulata","Nutmeg Mannikin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5206","Reunion",48,53611,"Mascarenes","Margaroperdix madagascarensis","Madagascar Partridge",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5207","Reunion",48,53611,"Mascarenes","Passer domesticus","House Sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5208","Reunion",48,53611,"Mascarenes","Ploceus cucullatus","Village weaver",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5209","Reunion",48,53611,"Mascarenes","Pycnonotus jocosus","Red-whiskered Bulbul",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5210","Reunion",48,53611,"Mascarenes","Serinus canicollis","Cape Canary",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5211","Reunion",48,53611,"Mascarenes","Serinus mozambicus","Yellow-fronted Canary",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5212","Reunion",48,53611,"Mascarenes","Streptopelia picturata","Madagascar Turtle-Dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5213","Reunion",48,53611,"Mascarenes","Turnix nigricollis","Madagascar Buttonquail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5214","Reunion",48,53611,"Mascarenes","Aerodramus francicus",NA,NA,579,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5215","Reunion",48,53611,"Mascarenes","Alectroenas sp. Reunion",NA,NA,581,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5216","Reunion",48,53611,"Mascarenes","Alopochen kervazoi",NA,NA,582,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5217","Reunion",48,53611,"Mascarenes","Anas theodori",NA,NA,584,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5218","Reunion",48,53611,"Mascarenes","Aythya sp. Reunion",NA,NA,586,0,0,0,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5219","Reunion",48,53611,"Mascarenes","Butorides striatus",NA,NA,59,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5220","Reunion",48,53611,"Mascarenes","Circus maillardi",NA,NA,588,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5221","Reunion",48,53611,"Mascarenes","Coracina newtoni",NA,NA,589,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5222","Reunion",48,53611,"Mascarenes","Dryolimnas augusti",NA,NA,591,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5223","Reunion",48,53611,"Mascarenes","Egretta dimorpha",NA,NA,593,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5224","Reunion",48,53611,"Mascarenes","Falco duboisi",NA,NA,595,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5225","Reunion",48,53611,"Mascarenes","Foudia delloni",NA,NA,597,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5226","Reunion",48,53611,"Mascarenes","Fulica newtoni",NA,NA,601,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5227","Reunion",48,53611,"Mascarenes","Gallinula chloropus",NA,NA,194,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,"colonized later?",1
"5228","Reunion",48,53611,"Mascarenes","Hypsipetes borbonicus",NA,NA,603,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5229","Reunion",48,53611,"Mascarenes","Mascarenotus grucheti",NA,NA,607,0,0,0,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5230","Reunion",48,53611,"Mascarenes","Mascarinus mascarinus",NA,NA,610,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5231","Reunion",48,53611,"Mascarenes","Nesoenas duboisi",NA,NA,613,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5232","Reunion",48,53611,"Mascarenes","Nesoenas picturata",NA,NA,615,0,1,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5233","Reunion",48,53611,"Mascarenes","Nycticorax duboisi",NA,NA,617,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5234","Reunion",48,53611,"Mascarenes","Phedina borbonica",NA,NA,621,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5235","Reunion",48,53611,"Mascarenes","Phoenicopterus roseus",NA,NA,622,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5236","Reunion",48,53611,"Mascarenes","Porphyrio sp. Reunion",NA,NA,623,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5237","Reunion",48,53611,"Mascarenes","Psittacula bensoni",NA,NA,624,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5238","Reunion",48,53611,"Mascarenes","Psittacula borbonicus",NA,NA,625,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5239","Reunion",48,53611,"Mascarenes","Psittacula eques",NA,NA,626,0,0,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5240","Reunion",48,53611,"Mascarenes","Saxicola tectes",NA,NA,629,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5241","Reunion",48,53611,"Mascarenes","Terpsiphone bourbonnensis",NA,NA,630,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5242","Reunion",48,53611,"Mascarenes","Threskiornis solitarius",NA,NA,631,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5243","Reunion",48,53611,"Mascarenes","Turnix nigricollis",NA,NA,632,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5244","Reunion",48,53611,"Mascarenes","Zosterops borbonicus",NA,NA,634,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5245","Reunion",48,53611,"Mascarenes","Zosterops olivaceus",NA,NA,636,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5246","Rodrigues",49,53693,"Mascarenes","Gallinula chloropus",NA,NA,194,0,1,1,0,"avibase",NA,NA,1
"5247","Rodrigues",49,53693,"Mascarenes","Acridotheres tristis","Common myna",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5248","Rodrigues",49,53693,"Mascarenes","Agapornis canus","Gray-headed lovebird",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5249","Rodrigues",49,53693,"Mascarenes","Columba livia","Rock Pigeon",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5250","Rodrigues",49,53693,"Mascarenes","Coturnix coturnix","Common quail",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5251","Rodrigues",49,53693,"Mascarenes","Estrilda astrild","Common waxbill",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5252","Rodrigues",49,53693,"Mascarenes","Foudia madagascariensis","Red fody",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5253","Rodrigues",49,53693,"Mascarenes","Francolinus pondicerianus","Gray Francolin",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5254","Rodrigues",49,53693,"Mascarenes","Geopelia striata","Zebra dove",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5255","Rodrigues",49,53693,"Mascarenes","Passer domesticus","House sparrow",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5256","Rodrigues",49,53693,"Mascarenes","Ploceus cucullatus","Village weaver",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5257","Rodrigues",49,53693,"Mascarenes","Serinus mozambicus","Yellow-fronted canary",NA,NA,1,1,NA,NA,"Avibase website",NA,NA,1
"5258","Rodrigues",49,53693,"Mascarenes","Acrocephalus rodericanus",NA,NA,578,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5259","Rodrigues",49,53693,"Mascarenes","Butorides striatus",NA,NA,59,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5260","Rodrigues",49,53693,"Mascarenes","Erythromachus leguati",NA,NA,594,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5261","Rodrigues",49,53693,"Mascarenes","Foudia flavicans",NA,NA,598,0,1,1,0,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5262","Rodrigues",49,53693,"Mascarenes","Hypsipetes sp. Rodrigues",NA,NA,605,0,0,0,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5263","Rodrigues",49,53693,"Mascarenes","Mascarenotus murivorus",NA,NA,608,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5264","Rodrigues",49,53693,"Mascarenes","Necropsar rodericanus",NA,NA,611,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5265","Rodrigues",49,53693,"Mascarenes","Necropsittacus rodricanus",NA,NA,612,0,0,1,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
"5266","Rodrigues",49,53693,"Mascarenes","Nesoenas picturata",NA,NA,615,0,0,0,1,"Cheke, A. and Hume, J. 2008. Lost Land of the Dodo. Yale University Press.",NA,NA,1
