AB_Species_ID,Sibley2_0ID,Species_Name,Common.name,Order,Family,Name_Plotting,Pacific,log10Mass,endemism,flightless,ground_nest,primary_diet,secondary_diet,Diet_vert,Diet_invert,Diet_fruit,Diet_nectar,Diet_seed,Diet_scav,Diet_plant,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,NumHabitats,LogFMR,LogPPR,IUCN_status,globally_extinct,global_histVic,global_preVic,Taxon.notes,Nest.notes,guild_ref
599,12025,Foudia rubra,Mauritius Fody,Passeriformes,Ploceidae,Foudia rubra,n,1.247973266,2,0,0,i,f,0,7,2,1,0,0,0,0,0,0,3,7,0,0,0,1,1.97,2.63,CR,0,0,NA,,,walter's
600,NA,Fregilupus varius,Hoopoe starling,Passeriformes,Sturnidae,NA,NA,NA,3,0,0,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
601,NA,Fulica newtoni,mascarene coot,Gruiformes,Rallidae,Fulica newtoni,n,2.954242509,1,0,1,o,,1,3,0,0,0,0,6,2,6,2,0,0,0,0,0,2,2.73,3.77,EX,1,1,NA,reluctant but capable of flying,,same as congener
603,10351,Hypsipetes borbonicus,"Olivaceous Bulbul, R̩union Black Bulbul, Reunion Bulbul",Passeriformes,Pycnonotidae,Hypsipetes borbonicus,n,1.742725131,2,0,0,f,,0,1,7,1,0,0,1,0,0,1,1,8,0,0,0,1,2.08,2.45,LC,0,0,NA,aka Reunion merle,,walter's
604,10353,Hypsipetes olivaceus,"Mauritius Black Bulbul, Mauritius Bulbul",Passeriformes,Pycnonotidae,Hypsipetes olivaceus,n,1.875061263,2,0,0,f,,2,3,3,1,0,0,1,0,0,2,4,4,0,0,0,1,2.17,2.76,VU,0,0,NA,aka mauritius merle,,walter's
605,NA,Hypsipetes sp. Rodrigues,Rodrigues Bulbul,Passeriformes,Pycnonotidae,Hypsipetes sp. Rodrigues,n,1.74036269,2,0,0,f,,0,2,7,1,0,0,0,0,0,2,4,4,0,0,0,1,2.07,2.56,EX,1,1,NA,aka Rodrigues merle,,same as congener
606,NA,Lophopsittacus mauritianus,raven parrot,Psittaciformes,Psittacidae,NA,NA,NA,3,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
607,NA,Mascarenotus grucheti,Reunion lizard-owl,Strigiformes,Strigidae,NA,NA,NA,2,0,0,c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
608,NA,Mascarenotus murivorus,Tafforet's lizard-owl,Strigiformes,Strigidae,NA,NA,NA,2,0,0,c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
609,NA,Mascarenotus sauzieri,commerson's lizard owl,Strigiformes,Strigidae,NA,NA,NA,2,0,0,c,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
610,NA,Mascarinus mascarinus,Mascarin,Psittaciformes,Psittacidae,NA,NA,NA,3,NA,NA,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
611,NA,Necropsar rodericanus,Rodrigues starling,Passeriformes,Sturnidae,NA,NA,NA,3,0,0,o,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
612,NA,Necropsittacus rodricanus,leguat's parrot,Psittaciformes,,NA,NA,NA,3,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
613,NA,Nesoenas duboisi,reunion pink pigeon,Columbiformes,Columbidae,NA,NA,NA,2,0,0,f,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
614,3375,Nesoenas mayeri,Pink Pigeon,Columbiformes,Columbidae,Nesoenas mayeri,n,2.481101771,2,0,0,f,h,0,0,0,0,0,0,10,0,0,4,1,4,1,0,0,1,2.85,3.25,EN,0,0,NA,aka Columba mayeri,,walter's
615,3379,Nesoenas picturata,"Madagascar Turtle-dove, Malagasy Turtle Dove",Columbiformes,Columbidae,Nesoenas picturata,n,2.247457718,0,0,0,f,h,0,1,2,0,7,0,0,0,0,10,0,0,0,0,0,1,2.4,2.6,LC,0,0,NA,aka Columba picturata,,walter's
616,NA,Nesoenas rodericana,Rodrigues dove,Columbiformes,Columbidae,NA,NA,NA,2,0,0,f,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
617,NA,Nycticorax duboisi,reunion night heron,Ciconiiformes,Ardeidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
618,NA,Nycticorax mauritianus,mauritius night heron,Ciconiiformes,Ardeidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
619,NA,Nycticorax megacephalus,rodrigues night heron,Ciconiiformes,Ardeidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
620,NA,Pezophaps solitarius,Rodrigues solitaire,Columbiformes,Columbidae,Pezophaps solitarius,n,4.447158031,3,NA,NA,,,0,0,7,0,1,0,2,0,0,10,0,0,0,0,0,1,4,4.23,EX,1,1,NA,,,"Cheke & Hume, 2008"
621,10063,Phedina borbonica,Mascarene Martin,Passeriformes,Hirundinidae,Phedina borbonica,n,1.346132561,0,0,0,i,,0,10,0,0,0,0,0,0,0,0,3,2,2,3,0,1,1.94,2.91,LC,0,0,NA,,,walter's
622,NA,Phoenicopterus roseus,Greater Flamingo,Phoenicopteriformes,Phoenicopteridae,NA,NA,NA,0,0,1,i,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,0,0,NA,aquatic habitats,,NA
623,NA,Porphyrio sp. Reunion,Oiseau bleu,Gruiformes,Rallidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
624,NA,Psittacula bensoni,thirioux's grey parrot,Psittaciformes,Psittacidae,NA,NA,NA,1,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
625,NA,Psittacula borbonicus,Dubois's Parrot,Psittaciformes,Psittacidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
626,2135,Psittacula eques,"Mauritius Parakeet, Mascarene Parrakeet",Psittaciformes,Psittacidae,Psittacula eques,n,2.212187604,1,0,0,f,h,0,0,0,0,7,0,3,0,0,0,5,5,0,0,0,1,2.37,2.58,EN,0,0,NA,,,walter's
627,NA,Psittacula exsul,Rodrigues parakeet,Psittaciformes,Psittacidae,NA,NA,NA,2,0,0,f,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
628,NA,Raphus cucullatus,dodo,Columbiformes,Raphidae,Raphus cucullatus,n,4.361727836,3,1,1,,,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,1,3.94,4.14,EX,1,1,NA,,,"Cheke & Hume, 2008"
629,9337,Saxicola tectes,"Reunion Stonechat, R̩union Stonechat",Passeriformes,Muscicapidae,Saxicola tectes,n,1.101924232,2,NA,NA,,,0,8,0,0,1,0,1,0,0,8,2,0,0,0,0,1,1.77,2.74,LC,0,0,NA,,,walter's
630,8491,Terpsiphone bourbonnensis,"Mascarene Paradise-flycatcher, Mascarene Paradise Flycatcher",Passeriformes,Monarchidae,Terpsiphone bourbonnensis,n,1.033335476,1,0,0,i,,0,10,0,0,0,0,0,0,0,0,0,5,5,0,0,1,1.72,2.69,LC,0,0,NA,,,walter's
631,NA,Threskiornis solitarius,reunion solitaire,Ciconiiformes,Threskiornithidae,NA,NA,NA,3,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,lowland wetlands,,NA
632,786,Turnix nigricollis,Madagascar Buttonquail,Gruiformes,Turnicidae,Turnix nigricollis,n,1.787460475,0,NA,NA,,,0,5,0,0,5,0,0,0,0,10,0,0,0,0,0,1,2.07,2.64,LC,0,0,NA,,,walter's
633,NA,undesc. Rodrigues babbler,Rodrigues babbler (undescribed),,,NA,NA,NA,3,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,1,NA,,,NA
634,10574,Zosterops borbonicus,"Mascarene Grey White-eye, Grey White-eye, Reunion Grey White-eye",Passeriformes,Zosteropidae,Zosterops borbonicus,n,0.913813852,1,NA,NA,,,0,4,4,2,0,0,0,0,0,2,4,4,0,0,0,1,1.73,2.47,LC,0,0,NA,,,walter's
635,10576,Zosterops chloronothos,Mauritius Olive White-eye,Passeriformes,Zosteropidae,Zosterops chloronothos,n,0.908485019,2,0,0,n,i,0,4,0,6,0,0,0,0,0,0,7,3,0,0,0,1,1.73,2.39,CR,0,0,NA,,,walter's
636,10575,Zosterops olivaceus,"Reunion Olive White-eye, R̩union Olive White-eye",Passeriformes,Zosteropidae,Zosterops olivaceus,n,0.960635093,2,NA,NA,,,0,3,2,5,0,0,0,0,0,0,5,5,0,0,0,1,1.76,2.43,LC,0,0,NA,,,walter's
637,NA,Gallirallus huiatua,Niue gallirallus,Gruiformes,Rallidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
638,NA,Nycticorax kalavikai,Niue Nycticorax,Ciconiiformes,Ardeidae,NA,NA,NA,2,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
639,7322,Myzomela pammelaena,Ebony Myzomela,Passeriformes,Meliphagidae,Myzomela pammelaena,y,1.197400889,1,0,0,n,f,0,5,0,5,0,0,0,0,0,0,3,4,3,0,0,1,1.93,2.48,LC,0,0,0,,,walter's
640,2008,Micropsitta meeki,"Meek's Pygmy-parrot, Citrine Pygmy Parrot",Psittaciformes,Psittacidae,Micropsitta meeki,y,1.113274693,1,0,0,h,h,0,0,0,0,0,0,10,0,0,0,4,4,2,0,0,1,1.42,1.77,LC,0,0,0,,,walter's
641,8513,Monarcha cinerascens,Island Monarch,Passeriformes,Monarchidae,Monarcha cinerascens,y,1.471291711,0,0,0,I,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.03,3,LC,0,0,0,,,walter's
642,NA,Ptilinopus sp 2,,Columbiformes,Columbidae,Ptilinopus sp 2,y,2.135413294,NA,0,0,f,f,0,0,10,0,0,0,0,0,0,0,1,3,6,0,0,1,2.36,2.56,EX,1,0,1,,,same as congener
643,NA,Ptilinopus sp 1,,Columbiformes,Columbidae,Ptilinopus sp 1,y,2.135413294,NA,0,0,f,f,0,0,10,0,0,0,0,0,0,0,1,3,6,0,0,1,2.36,2.56,EX,1,0,1,,,same as congener
645,8534,Monarcha menckei,"White-breasted Monarch, Mussau Monarch",Passeriformes,Monarchidae,Monarcha menckei,y,1.419542725,2,0,0,I,i,0,10,0,0,0,0,0,0,0,0,8,2,0,0,0,1,1.99,2.96,NT,0,0,0,,,walter's
647,8424,Rhipidura matthiae,"Matthias Fantail, Mussau Fantail",Passeriformes,Monarchidae,Rhipidura matthiae,y,1.175295802,2,0,0,I,i,0,10,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,0,1,1.82,2.79,NT,0,0,0,,,walter's
648,8860,Zoothera heinei,Russet-tailed Thrush,Passeriformes,Turdidae,Zoothera heinei,y,1.918030337,0,0,0,I,,0,9,1,0,0,0,0,0,0,7,2,1,0,0,0,1,2.35,3.2,LC,0,0,0,,,walter's
649,NA,Cacatua sp. Bismarcks,,Psittaciformes,Cacatuidae,Cacatua sp. Bismarcks,y,2.753713251,2,0,0,g,f,0,0,7,0,3,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.8,2.97,EX,1,NA,1,,,same as congener
650,NA,cf. Ardeidae undescr sp,Easter Island Heron,Ciconiiformes,Ardeidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
651,NA,cf Rallidae undescr sp,Easter Island Rail,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
652,NA,Porzana undescr sp G,Easter Island Porzana,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
653,NA,Psittacidae undescr sp 1,,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
654,NA,Psittacidae undescr sp 2,,Psittaciformes,Psittacidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
655,NA,Porzana ?,Porzana from Eua Tonga,Gruiformes,Rallidae,Porzana sp,y,1.780607376,NA,NA,NA,,,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.25,3.39,,1,,,,,boyer 2009
657,NA,Gerygone insularis,,Passeriformes,Acanthizidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
658,NA,Porphyrio albus,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
659,NA,Zosterops strenuus,,Passeriformes,Zosteropidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
660,NA,Gallirallus sylvestris,,Gruiformes,Rallidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
661,NA,Zosterops tephropleurus,,Passeriformes,Zosteropidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
663,NA,Falco cenchroides,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
664,NA,Grallina cyanoleuca,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
665,NA,Hirundo neoxena,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
666,NA,Strepera graculina,,,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
667,NA,Turdus merula,,Passeriformes,Turdidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
668,NA,Turdus philomelos,,Passeriformes,Turdidae,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,,,,NA
