AB_Species_ID,Sibley2_0ID,Species_Name,Common.name,Order,Family,Name_Plotting,Pacific,log10Mass,endemism,flightless,ground_nest,primary_diet,secondary_diet,Diet_vert,Diet_invert,Diet_fruit,Diet_nectar,Diet_seed,Diet_scav,Diet_plant,Height_watbelowsurface,Height_wataroundsurface,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_aerial,Nocturnal_cat,NumHabitats,LogFMR,LogPPR,IUCN_status,globally_extinct,global_histVic,global_preVic,Taxon.notes,Nest.notes,guild_ref
281,NA,Megapode genus uncertain (Tallegalla),,Galliformes,Megapodiidae,Megapode gen,y,3.178458937,1,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.34,4.62,EX,1,NA,1,large,,boyer 2009
282,NA,Megapodius alimentum,,Galliformes,Megapodiidae,Megapodius alimentum,y,3.037207135,0,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.24,4.52,EX,1,NA,1,,,boyer 2009
283,NA,Megapodius amissus,,Galliformes,Megapodiidae,Megapodius amissus,y,3.040061373,1,1,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.24,4.53,EX,1,NA,1,,,boyer 2009
284,211,Megapodius eremita,"Melanesian Megapode, Melanesian Scrubfowl",Galliformes,Megapodiidae,Megapodius eremita,y,2.830377734,0,0,1,o,o,0,3,4,0,3,0,0,0,0,10,0,0,0,0,0,1,2.81,3.16,LC,0,0,0,,,walter's
285,213,Megapodius laperouse,"Micronesian Megapode, Marianas Scrubfowl, Micronesian Scrubfowl",Galliformes,Megapodiidae,Megapodius laperouse,y,2.488550717,0,0,1,o,o,0,7,1,0,1,0,1,0,0,10,0,0,0,0,0,1,2.76,3.73,EN,0,0,0,,,walter's
286,212,Megapodius layardi,"Vanuatu Megapode, New Hebrides Scrubfowl, Vanuatu Scrubfowl",Galliformes,Megapodiidae,Megapodius layardi,y,2.885684236,1,0,1,o,o,0,7,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.04,3.9,VU,0,0,0,,,walter's
287,NA,Megapodius molistructor,,Galliformes,Megapodiidae,Megapodius molistructor,y,3.119482822,0,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.3,4.58,EX,1,NA,1,,,boyer 2009
288,214,Megapodius pritchardii,"Polynesian Megapode, Nevafou Megapode, Niaufoou Scrubfowl, Polynesian Scrubfowl, Tongan Megapode",Galliformes,Megapodiidae,Megapodius pritchardii,y,2.562292865,0,0,1,o,o,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.81,3.78,EN,0,0,0,,,walter's
289,NA,Megapodius sp. B,,Galliformes,Megapodiidae,Megapodius sp. B,y,3.228979473,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.38,4.66,EX,1,NA,1,,,boyer 2009
290,NA,Megapodius sp. C,,Galliformes,Megapodiidae,Megapodius sp. C,y,3.152977939,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.32,4.61,EX,1,NA,1,,,boyer 2009
291,NA,Megapodius undescr. sp A,,Galliformes,Megapodiidae,Megapodius sp A,y,3.817472649,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.8,5.08,EX,1,NA,1,,,boyer 2009
292,NA,Megapodius undescr sp D,,Galliformes,Megapodiidae,Megapodius sp D,y,2.605766891,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,2.93,4.22,EX,1,NA,1,small-medium,,boyer 2009
293,NA,Megapodius undescr sp E,,Galliformes,Megapodiidae,Megapodius sp E,y,2.939305054,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.17,4.45,EX,1,NA,1,short-stout,,boyer 2009
294,NA,Megapodius undescr. sp F,,Galliformes,Megapodiidae,Megapodius sp F,y,2.345190202,2,0,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,2.75,4.03,EX,1,NA,1,smallest megapode known,,boyer 2009
295,NA,Megavitiornis altirostris,,Galliformes,Megapodiidae,Megavitiornis altirostris,y,3.886935613,3,1,1,o,o,2,5,1,0,1,0,1,0,0,10,0,0,0,0,0,1,3.85,5.13,EX,1,NA,1,,,boyer 2009
296,12458,Melamprosops phaeosoma,"Poo-uli, Black-faced Honeycreeper, Po'o-uli",Passeriformes,Fringillidae,Melamprosops phaeosoma,y,1.40654018,3,0,0,i,i,0,9,1,0,0,0,0,0,0,0,2,8,2,0,0,1,1.99,2.83,CR,0,0,0,,,walter's
297,2010,Micropsitta bruijnii,"Red-breasted Pygmy-parrot, Rose-breasted Pygmy Parrot",Psittaciformes,Psittacidae,Micropsitta bruijnii,y,1.128310773,0,0,0,h,h,0,0,4,0,0,0,6,0,0,0,0,5,5,0,0,1,1.43,1.73,LC,0,0,0,,,walter's
298,2009,Micropsitta finschii,"Finsch's Pygmy-parrot, Emerald Pygmy Parrot",Psittaciformes,Psittacidae,Micropsitta finschii,y,1.174895618,0,0,0,h,h,0,3,0,0,0,0,7,0,0,0,5,5,0,0,0,1,1.46,2.1,LC,0,0,0,,,walter's
299,9536,Mino dumontii,Yellow-faced Myna,Passeriformes,Sturnidae,Mino dumontii,y,2.336459734,0,0,0,f,i,0,2,8,0,0,0,0,0,0,0,0,6,4,0,0,1,2.5,3.09,LC,0,0,0,,,walter's
300,NA,Moho apicalis,,Passeriformes,Meliphagidae,Moho apicalis,y,1.694605199,2,0,0,n,n,0,2,2,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.29,2.74,EX,1,1,0,,,birds of north america
301,NA,Moho bishopi,,Passeriformes,Meliphagidae,Moho bishopi,y,1.698970004,2,0,0,n,n,0,2,2,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.29,2.74,EX,1,1,0,,,birds of north america
302,NA,Moho braccatus,,Passeriformes,Meliphagidae,Moho braccatus,y,1.579783597,2,0,0,n,n,0,2,2,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.21,2.66,EX,1,1,0,,,birds of north america
303,NA,Moho nobilis,,Passeriformes,Meliphagidae,Moho nobilis,y,1.74036269,2,0,0,n,n,0,2,2,6,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.32,2.77,EX,1,1,0,,,birds of north america
304,NA,Moho sp. Maui,,Passeriformes,Meliphagidae,NA,NA,NA,2,0,0,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
305,8536,Monarcha barbatus,"Black-and-white Monarch, Solomons Monarch",Passeriformes,Monarchidae,Monarcha barbatus,y,1.322219295,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.93,2.9,NT,0,0,0,,,walter's
306,8517,Monarcha castaneiventris,Chestnut-bellied Monarch,Passeriformes,Monarchidae,Monarcha castaneiventris,y,1.436339247,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,6,4,0,0,1,2.01,2.98,LC,0,0,0,,,walter's
307,8541,Monarcha chrysomela,Golden Monarch,Passeriformes,Monarchidae,Monarcha chrysomela,y,1.193124598,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,4,4,0,0,1,1.83,2.8,LC,0,0,0,,,walter's
308,8540,Monarcha takatsukasae,Tinian Monarch,Passeriformes,Monarchidae,Monarcha takatsukasae,y,1.556302501,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.09,3.06,VU,0,0,0,,,walter's
309,8535,Monarcha verticalis,Black-tailed Monarch,Passeriformes,Monarchidae,Monarcha verticalis,y,1.336459734,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,8,0,0,0,1,1.94,2.91,LC,0,0,0,,,walter's
310,8877,Myadestes lanaiensis,"Olomao, Hawaiian Thrush, Oloma'o",Passeriformes,Turdidae,Myadestes lanaiensis,y,1.537126189,1,0,0,f,f,0,3,7,0,0,0,0,0,0,0,2,2,6,0,0,1,1.93,2.52,CR,0,0,0,,,walter's
311,NA,Myadestes myadestinus,,Passeriformes,Turdidae,Myadestes myadestinus,y,1.84509804,2,0,0,f,f,0,3,7,0,0,0,0,0,0,0,2,6,2,0,0,1,2.15,2.74,EX,1,1,0,,,same as congener
312,8878,Myadestes obscurus,"Omao, Oma'o",Passeriformes,Turdidae,Myadestes obscurus,y,1.702835361,2,0,0,f,f,0,3,4,0,0,0,3,0,0,0,3.33,3.33,3.33,0,0,1,2.05,2.64,VU,0,0,0,,,walter's
313,8879,Myadestes palmeri,"Puaiohi, Small Kauai Thrush",Passeriformes,Turdidae,Myadestes palmeri,y,1.597695186,2,0,0,f,f,0,3,7,0,0,0,0,0,0,0,0,8,2,0,0,1,1.97,2.57,CR,0,0,0,,,walter's
314,NA,Myadestes woahensis,,Passeriformes,Turdidae,Myadestes woahensis,y,1.698970004,1,0,0,f,f,0,3,7,0,0,0,0,0,0,0,2,6,2,0,0,1,2.04,2.64,EX,1,1,0,aka. M. oahensis,,same as congener
315,8561,Myiagra alecto,Shining Flycatcher,Passeriformes,Monarchidae,Myiagra alecto,y,1.372586694,0,0,0,i,i,0,9,1,0,0,0,0,0,0,0,2,8,0,0,0,1,1.96,2.93,LC,0,0,0,,,walter's
316,8557,Myiagra azureocapilla,"Blue-crested Flycatcher, Azure-crested Flycatcher",Passeriformes,Monarchidae,Myiagra azureocapilla,y,1.11058971,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,8,0,0,0,1,1.77,2.75,LC,0,0,0,,,walter's
317,8554,Myiagra caledonica,Melanesian Flycatcher,Passeriformes,Monarchidae,Myiagra caledonica,y,1.033423756,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1.72,2.69,LC,0,0,0,,,walter's
318,8552,Myiagra ferrocyanea,Steel-blue Flycatcher,Passeriformes,Monarchidae,Myiagra ferrocyanea,y,1.10720997,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,4,4,0,0,1,1.77,2.74,LC,0,0,0,,,walter's
319,NA,Myiagra freycineti,,Passeriformes,Monarchidae,Myiagra freycineti,y,1.17401825,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,6,2,0,0,1,1.82,2.79,EX,1,1,0,,,same as congener
320,8562,Myiagra hebetior,"Dull Flycatcher, Velvet Flycatcher",Passeriformes,Monarchidae,Myiagra hebetior,y,1.305351369,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1.91,2.88,LC,0,0,0,,,walter's
321,NA,Myiagra sp.,,Passeriformes,Monarchidae,Myiagra sp.,y,1.17401825,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,2,6,2,0,0,1,1.82,2.79,EX,1,NA,NA,NA,NA,same as congener
322,8555,Myiagra vanikorensis,Vanikoro Flycatcher,Passeriformes,Monarchidae,Myiagra vanikorensis,y,1.089905111,1,0,0,i,i,1,8,1,0,0,0,0,0,0,0,2,2,6,0,0,1,1.76,2.73,LC,0,0,0,,,walter's
323,7317,Myzomela caledonica,New Caledonian Myzomela,Passeriformes,Meliphagidae,Myzomela caledonica,y,0.842243146,0,0,0,n,f,0,2,0,8,0,0,0,0,0,0,7,3,0,0,0,1,1.68,2.23,LC,0,0,0,,,walter's
324,7319,Myzomela cardinalis,Cardinal Myzomela,Passeriformes,Meliphagidae,Myzomela cardinalis,y,1.138712916,0,0,0,n,f,0,4,0,5,0,0,1,0,0,0,0,3,4,3,0,1,1.89,2.44,LC,0,0,0,,,walter's
325,10647,Zosterops xanthochroa,Green-backed White-eye,Passeriformes,Zosteropidae,Zosterops xanthochroa,y,1.012837225,1,0,0,i,n,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0,1,1.8,2.46,LC,0,0,0,,,walter's
326,7306,Myzomela cruentata,Red Myzomela,Passeriformes,Meliphagidae,Myzomela cruentata,y,0.916062771,0,0,0,n,f,0,5,0,5,0,0,0,0,0,0,0,2,8,0,0,1,1.73,2.28,LC,0,0,0,,,walter's
327,7328,Myzomela jugularis,"Orange-breasted Myzomela, Sulphur-breasted Myzomela",Passeriformes,Meliphagidae,Myzomela jugularis,y,0.939260898,1,0,0,n,f,0,3,0,7,0,0,0,0,0,0,0,3,4,3,0,1,1.75,2.3,LC,0,0,0,,,walter's
328,7323,Myzomela lafargei,"Scarlet-naped Myzomela, Red-capped Myzomela",Passeriformes,Meliphagidae,Myzomela lafargei,y,1.10720997,1,0,0,n,f,0,5,0,5,0,0,0,0,0,0,7,3,0,0,0,1,1.87,2.42,LC,0,0,0,,,walter's
329,7308,Myzomela pulchella,"Olive-yellow Myzomela, Crimson-fronted Myzomela",Passeriformes,Meliphagidae,Myzomela pulchella,y,1,2,0,0,n,f,0,4,0,6,0,0,0,0,0,0,7,3,0,0,0,1,1.79,2.34,LC,0,0,0,,,walter's
330,NA,Myzomela rubrata,Micronesian Myzomela,Passeriformes,Meliphagidae,Myzomela rubrata,y,1.073107098,1,0,0,n,f,0,3,0,7,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,1.85,2.4,LC,0,0,0,,,same as congener
331,NA,Natunaornis gigoura,,Columbiformes,Columbidae,Natunaornis gigoura,y,3.865220889,3,0,0,f,g,0,0,7,0,3,0,0,0,0,10,0,0,0,0,0,1,3.59,3.77,EX,1,NA,1,ground-dwelling,,boyer 2009
332,11644,Nectarinia jugularis,"Olive-backed Sunbird, Yellow-bellied Sunbird",Passeriformes,Nectariniidae,Nectarinia jugularis,y,0.95418888,0,0,0,n,n,0,4,3,3,0,0,0,0,0,0,6,2,2,0,0,1,1.76,2.24,LC,0,0,0,,,walter's
333,NA,Nectarinia sericea aspasia,Black Sunbird,Passeriformes,Nectariniidae,Nectarinia sericea,y,0.997343756,0,0,0,n,n,0,2,3,4,0,0,1,0,0,0,6,2,2,0,0,1,1.79,2.27,LC,0,0,0,,,same as congener
334,8505,Neolalage banksiana,Buff-bellied Monarch,Passeriformes,Monarchidae,Neolalage banksiana,y,1.225201543,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1.86,2.83,LC,0,0,0,,,walter's
335,3116,Nesasio solomonensis,Fearful Owl,Strigiformes,Strigidae,Nesasio solomonensis,y,3.062581984,1,0,0,c,c,10,0,0,0,0,0,0,0,0,1,1,7,1,0,1,1,3.17,5.01,VU,0,0,0,,,walter's
336,3083,Ninox novaeseelandiae,Ruru / morepork,Strigiformes,Strigidae,Ninox novaeseelandiae,y,2.263348736,0,0,0,c,c,3,7,0,0,0,0,0,0,0,3,2,2,2,1,1,1,2.6,4.03,LC,0,0,0,,,walter's
337,3101,Ninox jacquinoti,"Solomons Hawk-owl, Solomon Islands Hawk-owl, Solomons Boobook",Strigiformes,Strigidae,Ninox jacquinoti,y,2.302790417,1,0,0,c,c,2,8,0,0,0,0,0,0,0,6,2,2,0,0,1,1,2.62,4.06,LC,0,0,0,,,walter's
338,3099,Ninox variegata,"Bismarck Hawk-owl, Barred Boobook",Strigiformes,Strigidae,Ninox variegata,y,2.542777563,1,0,0,c,c,0,10,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2.79,4.23,LC,0,0,0,,,walter's
339,5185,Nycticorax caledonicus,,Ciconiiformes,Ardeidae,Nycticorax caledonicus,y,2.932473765,0,0,0,c,c,7,2,0,0,0,1,0,0,9,1,0,0,0,0,0,2,3.07,4.79,LC,0,0,0,,,walter's
340,NA,Nycticorax nycticorax,Black-crowned night heron,Ciconiiformes,Ardeidae,Nycticorax nycticorax,y,2.944482672,0,0,0,c,c,6,3,0,0,0,1,0,0,9,1,0,0,0,0,0,2,3.08,4.79,LC,0,0,0,NA,NA,same as congener
341,NA,Nycticorax undescr. sp A,,Ciconiiformes,Ardeidae,Nycticorax sp A,y,2.822914132,0,0,0,c,c,6,3,0,0,0,1,0,0,9,1,0,0,0,0,0,2,2.99,4.71,EX,1,NA,1,,,same as congener
342,NA,Nycticorax undescr. sp B,,Ciconiiformes,Ardeidae,Nycticorax sp B,y,3.044793827,1,0,0,c,c,6,3,0,0,0,1,0,0,9,1,0,0,0,0,0,2,3.15,4.87,EX,1,NA,1,forest predator,,same as congener
343,NA,Nycticorax undescr. sp C,,Ciconiiformes,Ardeidae,NA,NA,NA,1,0,0,c,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EX,1,NA,1,,,NA
344,12444,Oreomystis bairdi,"Akikiki, 'akikiki, Kauai Creeper",Passeriformes,Fringillidae,Oreomystis bairdi,y,1.153748019,2,0,0,i,i,0,8,2,0,0,0,0,0,0,4,4,2,0,0,0,1,1.81,2.64,CR,0,0,0,,,walter's
345,12445,Oreomystis mana,"Hawaii Creeper, Hawai'I Creeper",Passeriformes,Fringillidae,Oreomystis mana,y,1.164352856,2,0,0,i,i,0,10,0,0,0,0,0,0,0,4,4,2,0,0,0,1,1.81,2.65,EN,0,0,0,,,walter's
346,NA,Orthiospiza howarthi,,Passeriformes,Fringillidae,Orthiospiza howarthi,y,1.771921486,3,0,0,g,g,0,0,0,0,10,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.06,2.18,EX,1,NA,1,,,boyer 2009
347,7917,Pachycephala caledonica,"New Caledonian Whistler, Melanesian Whistler",Passeriformes,Pachycephalidae,Pachycephala caledonica,y,1.355540697,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,8,2,0,0,0,1,1.95,2.92,LC,0,0,0,,,walter's
348,7919,Pachycephala jacquinoti,Tongan Whistler,Passeriformes,Pachycephalidae,Pachycephala jacquinoti,y,1.713937989,1,0,0,i,i,0,9,0,0,1,0,0,0,0,0,8,1,1,0,0,1,2.2,3.34,NT,0,0,0,,,walter's
349,7910,Pachycephala pectoralis,"Golden Whistler, Australian Golden Whistler",Passeriformes,Pachycephalidae,Pachycephala pectoralis,y,1.482386987,0,0,0,i,i,0,7,2,0,1,0,0,0,0,3.33,3.33,3.33,0,0,0,1,2.04,2.89,LC,0,0,0,,,walter's
350,7928,Pachycephala rufiventris,Rufous Whistler,Passeriformes,Pachycephalidae,Pachycephala rufiventris,y,1.351834804,0,0,0,i,i,0,7,1,0,1,0,1,0,0,0,5,5,0,0,0,1,1.95,2.79,LC,0,0,0,,,walter's
351,12456,Palmeria dolei,"Akohekohe, 'akohekohe, Crested Honeycreeper",Passeriformes,Fringillidae,Palmeria dolei,y,1.416152245,2,0,0,n,n,0,1,0,9,0,0,0,0,0,0,2,8,2,0,0,1,2.09,2.64,CR,0,0,0,,,walter's
352,4562,Pandion haliaetus,Osprey,Falconiformes,Accipitridae,Pandion haliaetus,y,3.171201865,0,0,0,c,c,10,0,0,0,0,0,0,0,0,6,2,2,0,0,0,2,3.24,5.09,LC,0,0,0,,,walter's
353,NA,Pareudiastes undescr sp.,,Gruiformes,Rallidae,Pareudiastes sp.,y,2.530382675,2,1,1,o,o,2,3,1,0,2,1,1,0,0,10,0,0,0,0,0,1,2.88,4.27,EX,1,NA,1,,,boyer 2009
354,NA,Paroreomyza flammea,,Passeriformes,Fringillidae,Paroreomyza flammea,y,1.176091259,2,0,0,i,i,0,9,0,1,0,0,0,0,0,0,3,6,1,0,0,1,1.82,2.75,EX,1,1,0,,,same as congener
355,12448,Paroreomyza maculata,"Oahu Alauahio, O'Ahu 'alauahio, Oahu Creeper",Passeriformes,Fringillidae,Paroreomyza maculata,y,1.053294666,2,0,0,i,i,0,8,0,2,0,0,0,0,0,0,3,6,1,0,0,1,1.73,2.66,CR,0,0,0,,,walter's
356,12446,Paroreomyza montana,"Maui Alauahio, Maui 'Alauahio, Maui Creeper",Passeriformes,Fringillidae,Paroreomyza montana,y,1.118016574,2,0,0,i,i,0,8,0,1,0,1,0,0,0,0,3,6,1,0,0,1,1.78,2.71,EN,0,0,0,,,walter's
357,7635,Petroica multicolor,"Scarlet Robin, Pacific Robin",Passeriformes,Petroicidae,Petroica multicolor,y,1.055640059,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,8,2,0,0,1,1.74,2.71,LC,0,0,0,,,walter's
358,7423,Philemon diemenensis,New Caledonian Friarbird,Passeriformes,Meliphagidae,Philemon diemenensis,y,1.818912414,1,0,0,n,f,0,4,3,3,0,0,0,0,0,0,0,3,7,0,0,1,2.37,2.85,LC,0,0,0,,,walter's
359,7420,Philemon eichhorni,New Ireland Friarbird,Passeriformes,Meliphagidae,Philemon eichhorni,y,2.004470331,0,0,0,n,f,0,3,2,5,0,0,0,0,0,0,0,3,7,0,0,1,2.51,2.98,LC,0,0,0,,,walter's
360,7461,Phylidonyris notabilis,New Hebrides Honeyeater,Passeriformes,Meliphagidae,Phylidonyris notabilis,y,1.433604065,1,0,0,n,f,0,4,1,5,0,0,0,0,0,0,0,4,6,0,0,1,2.1,2.65,LC,0,0,0,,,walter's
361,7460,Phylidonyris undulata,Barred Honeyeater,Passeriformes,Meliphagidae,Phylidonyris undulata,y,1.204119983,1,0,0,n,f,0,4,2,4,0,0,0,0,0,0,0,2,8,0,0,1,1.94,2.49,LC,0,0,0,,,walter's
362,10984,Phylloscopus poliocephalus,"Island Leaf-warbler, Island Leaf Warbler",Passeriformes,Sylviidae,Phylloscopus poliocephalus,y,1.033423756,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,6,4,0,0,1,1.72,2.69,LC,0,0,0,,,walter's
363,5686,Pitta erythrogaster,Red-bellied Pitta,Passeriformes,Pitttidae,Pitta erythrogaster,y,1.859731938,0,0,0,i,i,0,8,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.31,3.28,LC,0,0,0,,,walter's
364,NA,Poliolimnas cinereus,,Gruiformes,Rallidae,Porzana cinerea,y,2.152525432,0,0,1,o,o,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.52,3.66,LC,0,0,0,Porzana,,boyer 2009
365,8499,Pomarea iphis,"Iphis Monarch, Ua Huka Flycatcher",Passeriformes,Monarchidae,Pomarea iphis,y,1.378397901,0,0,0,i,i,0,10,0,0,0,0,0,0,0,0,0,6,4,0,0,1,1.97,2.94,NR,0,0,0,,,walter's
366,8500,Pomarea mendozae,"Marquesan Monarch, Marquesan Flycatcher",Passeriformes,Monarchidae,Pomarea mendozae,y,1.471291711,1,0,0,i,i,0,10,0,0,0,0,0,0,0,0,3.33,3.33,3.33,0,0,1,2.03,3,NR,0,0,0,,,walter's
367,NA,Porphyrio kukwiedei,,Gruiformes,Rallidae,Porphyrio kukwiedei,y,3.322352787,2,1,1,o,o,1,1,0,0,2,1,5,0,0,10,0,0,0,0,0,1,3.44,4.66,EX,1,NA,1,,,boyer 2009
368,NA,Porphyrio longpelalecus (sp nov),,Gruiformes,Rallidae,Porphyrio longpelalecus,y,3.428285222,2,1,1,o,o,1,1,0,0,2,1,5,0,0,10,0,0,0,0,0,1,3.52,4.73,EX,1,NA,1,,,boyer 2009
369,NA,Porphyrio mcnabi,,Gruiformes,Rallidae,Porphyrio mcnabi,y,2.458106768,2,1,1,o,o,1,1,0,0,2,1,5,0,2,8,0,0,0,0,0,2,2.83,4.04,EX,1,NA,1,,,boyer 2009
370,NA,Porphyrio paepae,,Gruiformes,Rallidae,Porphyrio paepae,y,2.631727451,1,1,1,o,o,1,1,0,0,2,1,5,0,2,8,0,0,0,0,0,2,2.95,4.17,EX,1,NA,1,,,boyer 2009
371,3913,Porphyrio porphyrio,"Purple Swamphen, Purple Gallinule, Purple Swamp-hen",Gruiformes,Rallidae,Porphyrio porphyrio,y,2.888676379,0,0,1,o,o,2,1,0,0,3,0,4,0,2,6,2,0,0,0,0,2,3.14,4.35,LC,0,0,0,,,walter's
372,NA,Porphyrio undescr. sp B (large Porphyrio),,Gruiformes,Rallidae,Porphyrio sp B,y,3.261551559,2,1,1,o,o,1,1,0,0,2,1,5,0,0,10,0,0,0,0,0,1,3.4,4.61,EX,1,NA,1,,,boyer 2009
373,NA,Porphyrio undescr. sp C,,Gruiformes,Rallidae,Porphyrio sp C,y,2.523746467,2,1,1,o,o,1,1,0,0,2,1,5,0,2,8,0,0,0,0,0,2,2.88,4.09,EX,1,NA,1,,,boyer 2009
374,NA,Porphyrio undescr. sp E,Porphyrio from Tinian & Rota,Gruiformes,Rallidae,Porphyrio sp E,y,3.100862601,1,1,1,o,o,1,1,0,0,2,1,5,0,0,10,0,0,0,0,0,1,3.29,4.5,EX,1,NA,1,,,boyer 2009
375,3898,Porzana atra,"Henderson Crake, Henderson Island Crake, Henderson Island Rail, Red-eyed Crake",Gruiformes,Rallidae,Porzana atra,y,1.888767057,2,1,1,o,o,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,1,2.33,3.3,VU,0,0,0,,,walter's
376,NA,Porzana keplerorum,,Gruiformes,Rallidae,Porzana keplerorum,y,1.672033755,2,1,1,i,i,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.17,3.32,EX,1,NA,1,,,boyer 2009
377,NA,Porzana menehune,,Gruiformes,Rallidae,Porzana menehune,y,1.650319031,2,1,1,i,i,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.16,3.3,EX,1,NA,1,,,boyer 2009
378,NA,Porzana potipoti,,Gruiformes,Rallidae,Porzana potipoti,y,1.745863817,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.23,3.37,EX,1,NA,1,,,boyer 2009
379,NA,Porzana ralphorum,,Gruiformes,Rallidae,Porzana ralphorum,y,2.041184065,2,1,1,i,i,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.44,3.58,EX,1,NA,1,,,boyer 2009
380,NA,Porzana rua,,Gruiformes,Rallidae,Porzana rua,y,1.954325169,2,1,1,o,o,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.38,3.52,EX,1,NA,1,,,boyer 2009
381,NA,Porzana sandwichensis,,Gruiformes,Rallidae,Porzana sandwichensis,y,1.544068044,1,1,1,i,i,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.08,3.23,EX,1,1,0,,,boyer 2009
382,NA,Porzana severnsi,,Gruiformes,Rallidae,Porzana severnsi,y,2.002097562,2,1,1,i,i,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.41,3.55,EX,1,NA,1,,,boyer 2009
383,NA,Porzana sp. B,,Gruiformes,Rallidae,Porzana sp. B,y,1.845751548,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.3,3.44,EX,1,NA,1,,,boyer 2009
384,NA,Porzana sp. E,,Gruiformes,Rallidae,Porzana sp. E,y,2.060727317,2,1,1,o,o,1,7,0,0,1,0,1,0,0,10,0,0,0,0,0,1,2.45,3.59,EX,1,NA,1,,,boyer 2009
385,NA,Porzana sp. F,,Gruiformes,Rallidae,Porzana sp. F,y,1.754549707,2,1,1,o,o,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.23,3.38,EX,1,NA,1,,,boyer 2009
386,10648,Zosterops minutus,"Small Lifu White-eye, Sulphur White-eye",Passeriformes,Zosteropidae,Zosterops minutus,y,1.024151069,2,0,0,i,n,0,4,3,0,3,0,0,0,0,0,5,5,0,0,0,1,1.81,2.47,LC,0,0,0,,,walter's
387,NA,Porzana sp. Hawaii,,Gruiformes,Rallidae,Porzana sp. Hawaii,y,1.585174859,1,1,1,i,i,1,7,0,0,1,0,1,0,5,5,0,0,0,0,0,2,2.11,3.25,EX,1,NA,1,,,boyer 2009
