Species_Name,Family,Common_name,Taxonomy.notes,Body mass (g),Diet_invert,Diet_vert,Diet_scav,Diet_fruit,Diet_nectar,Diet_seed,Diet_plant,Height_ground,Height_understory,Height_midhigh,Height_canopy,Height_watbelowsurface,Height_wataroundsurface,Height_aerial,Nocturnal_cat,guild_ref,mass reference
Zenaida auriculata,Columbidae,EARED DOVE,,104.25,0,0,0,0,0,10,0,2,2,4,2,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Melanerpes superciliaris,Picidae,,,104.5,5,1,0,4,0,0,0,0,0,10,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Crotophaga ani,Cuculidae,,,105,5,3,0,1,0,1,0,9,1,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Margarops fuscatus,Mimidae,,,108.5,2,2,0,6,0,0,0,1,0,6,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Melanerpes radiolatus,Picidae,,,111.5,4,1,0,4,0,1,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Gallinago delicata,,,considered a subspecies of Gallinago gallinago,112.5,8,0,0,0,0,1,1,8,0,0,0,0,2,0,1,Jetz,Dunning
Myiopsitta monachus,Psittacidae,MONK PARAKEET,,115,1,0,0,3,0,3,3,2,2,4,2,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Falco sparverius,Falconidae,,,118,6,4,0,0,0,0,0,8,1,0,0,0,0,1,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geotrygon montana,Columbidae,,,121.5,2,0,0,4,0,4,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Jacana jacana,Jacanidae,,,124.5,8,0,0,0,0,2,0,0,0,0,0,0,10,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Otus nudipes,Strigidae,PUERTO RICAN SCREECH-OWL,,125,9,1,0,0,0,0,0,5,5,0,0,0,0,0,1,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Leptotila verreauxi,Columbidae,,,127,2,0,0,1,0,6,1,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Hyetornis rufigularis,Cuculidae,,,128,6,4,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Hyetornis pluvialis,Cuculidae,,,130,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nandayus nenday,Psittacidae,,,130.5,0,0,0,3,0,4,3,8,2,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Colaptes fernandinae,Picidae,Fernandinas flicker,Nesoceleus fernandinae,131.4,5,0,0,0,0,5,0,8,1,1,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",genus av of 3
Zenaida macroura,Columbidae,,,134,1,0,0,0,0,8,1,5,5,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Colaptes auratus,Picidae,,,135,8,0,0,1,0,1,0,6,2,2,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Colinus cristatus,Phasianidae,,,139.25,2,0,0,0,0,8,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Accipiter striatus,Accipitridae,SHARP-SHINNED HAWK,,139.5,0,10,0,0,0,0,0,0,2.5,2.5,2.5,0,0,2.5,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Momotus momota,Momotidae,,,140,4,3,0,3,0,0,0,3,4,0,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Zenaida aurita,Columbidae,,,148.5,1,0,0,4,0,5,0,8,1,1,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Zenaida asiatica,Columbidae,WHITE-WINGED DOVE,,153,0,0,0,3,0,6,1,6,3,1,0,0,0,0,0,jetz,Dunning
Leptotila jamaicensis,Columbidae,,,153.5,2,0,0,0,0,8,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Saurothera merlini,Cuculidae,,,154,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Podager nacunda,Caprimulgidae,,,156,10,0,0,0,0,0,0,0,0,0,0,0,0,10,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Streptopelia decaocto,Columbidae,,,166.75,2,0,0,3,0,3,2,8,2,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Pardirallus maculatus,Rallidae,,,171.75,4,3,0,0,0,0,3,0,0,0,0,0,10,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Colinus virginianus,Odontophoridae,NORTHERN BOBWHITE,,172,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geotrygon chrysia,Columbidae,,,173.5,1,0,0,5,0,4,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nyctibius griseus,Nyctibiidae,COMMON POTOO,,173.5,10,0,0,0,0,0,0,0,0,9,0,0,0,1,1,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Amazona agilis,Psittacidae,BLACK-BILLED PARROT,,178,0,0,0,4,0,3,3,2,2,4,2,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Athene cunicularia,Strigidae,,,185,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Otus providentiae,,,same as Athene cunicularia,185,5,5,0,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Butorides striatus,Ardeidae,,,192.5,5,5,0,0,0,0,0,0,0,0,0,0,9,1,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Butorides virescens,Ardeidae,,formerly considered part of Butorides striata,192.5,5,5,0,0,0,0,0,0,0,0,0,0,9,1,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Gracula religiosa,Sturnidae,,,195,2,2,0,4,2,0,0,0,3,4,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geotrygon caniceps,Columbidae,,,210,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Scaphidura oryzivora,,Giant Cowbird,Molothrus oryzivora,219,3,0,0,4,3,0,0,4,1,1,4,0,0,0,0,Jetz,Dunning
Psarocolius decumanus,Icteridae,,,221.3,4,2,0,3,1,0,0,1,1,4,4,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geotrygon versicolor,Columbidae,,,225,1,0,0,4,0,5,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Amazona leucocephala,Psittacidae,CUBAN PARROT,,227,0,0,0,4,0,3,3,0,0,6,4,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Geotrygon larva,,,EXTINCT,227,2,0,0,3,0,5,0,10,0,0,0,0,0,0,0,Boyer,genus average
Geotrygon mystacea,Columbidae,,,230,5,0,0,0,0,5,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nyctibius jamaicensis,Nyctibiidae,NORTHERN POTOO,,230.5,10,0,0,0,0,0,0,0,0,9,0,0,0,1,1,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Porphyrula martinica,,Purple gallinule,Porphyrio martinicus,236,3,0,0,0,0,0,7,2.5,2.5,2.5,0,0,2.5,0,0,JEtz,
Patagioenas cayennensis,,PALE-VENTED PIGEON,Columba cayannensis,240,0,0,0,7,0,3,0,2,0,4,4,0,0,0,0,Jetz,Dunning
Starnoenas cyanocephala,Columbidae,,,242,3,0,0,3,0,4,0,9,1,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Cyanolimnas cerverai,Rallidae,ZAPATA RAIL,,250,5,1,0,0,0,2,2,7,0,0,0,0,3,0,1,jetz,medium-sized rail
Nesotrochis picapicensis,Rallidae,medium,EXTINCT,250,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,medium rail
Patagioenas caribaea,,RING-TAILED PIGEON,aka Columba caribaea,250,0,0,0,8,0,1,1,0,4,6,0,0,0,0,0,Jetz,Dunning
Patagioenas inornata,,PLAIN PIGEON,Columba inornata,250,0,0,0,4,0,3,3,2,0,3,5,0,0,0,0,Jetz,Dunning
Patagioenas squamosa,,SCALY-NAPED PIGEON,Columba squamosa,250,1,0,0,4,0,2,3,2,2,4,2,0,0,0,0,Jetz,
Geotrygon linearis,Columbidae,,,257,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Porphyrio martinica,Rallidae,,"aka genus:  Porphyrula, or Porphyrio martinicus",257,2,2,1,0,0,0,5,2,2,0,0,0,6,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Patagioenas leucocephala,,WHITE-CROWNED PIGEON,Columba leucocephala,265,0,0,0,7,0,0,3,2,2,4,2,0,0,0,0,Jetz,Dunning
Columba livia,Columbidae,,,267.5,1,0,0,0,0,7,2,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Amazona collaria,Psittacidae,YELLOW-BILLED PARROT,,273.7,0,0,0,4,0,3,3,0,4,4,2,0,0,0,0,jetz,genus av of 6 
Amazona vittata,Psittacidae,PUERTO RICAN PARROT,,275,0,0,0,3,0,3,4,0,3,5,2,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Chondrohierax wilsonii,,,considered a subspecies of Chondrohierax uncinatus ,278,10,0,0,0,0,0,0,0,7,3,0,0,0,0,0,Birdlife International Fact sheet,Dunning
Amazona ventralis,Psittacidae,HISPANIOLAN PARROT,,283,0,0,0,5,0,5,0,0,4,4,2,0,0,0,0,jetz,
Corvus minutus,Corvidae,,"Ridg: Split from Corvus palmarum (Orlando H. Garrido, G.B. Reynard & A. Kirkconnell, Is the Palm Crow, Corvus palmarum (Aves: Corvidae), a monotypic species? Ornitologia Neotropical 8 (1997): 15-21) Split from SibID 8097",289,4,2,0,4,0,0,0,5,1,2,2,0,0,0,0,jetz,Dunning
Corvus palmarum,Corvidae,,,289,3,3,0,4,0,0,0,3,2,2,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Corvus pumilis,,,EXTINCT,289,3,2,0,5,0,0,0,1,1,4,4,0,0,0,0,Boyer,"""smaller than C. leucognaphalus"" set to same size as palm crow (C. palmarum)"
Amazona viridigenalis,Psittacidae,RED-CROWNED PARROT,,294,0,0,0,3,0,3,4,2,2,4,2,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Egretta tricolor,Ardeidae,,,300,1,9,0,0,0,0,0,1,0,0,0,0,9,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Pseudoscops grammicus,Strigidae,JAMAICAN OWL,,302.5,6,4,0,0,0,0,0,5,2,2,1,0,0,0,1,jetz,genus Asio av of 4
Rallus longirostris,Rallidae,,,304,6,1,0,1,0,1,1,0,0,0,0,0,10,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Gallinula chloropus,Rallidae,,,319.25,2,2,1,2,0,1,2,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Gallinula galeata,,,considered a subspecies of Gallinula chloropus,319.25,2,2,1,2,0,1,2,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Asio clamator,Strigidae,,,335,2,8,0,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Corvus jamaicensis,Corvidae,,,337.5,3,1,0,6,0,0,0,0,1,3,6,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Buteo ridgwayi,Accipitridae,RIDGWAY'S HAWK,Rupornis ridgwayi,339.7,0,10,0,0,0,0,0,2,2,2,2,0,0,2,0,jetz,genus av of 3
Accipiter gundlachi,Accipitridae,GUNDLACH'S HAWK,,346,0,10,0,0,0,0,0,0,2.5,2.5,2.5,0,0,2.5,0,jetz,
Accipiter cooperii,Accipitridae,COOPER'S HAWK,,349,0,10,0,0,0,0,0,4,0,2,2,0,0,2,0,jetz,Dunning
Asio flammeus,Strigidae,,,350,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Egretta caerulea,Ardeidae,,,352,1,9,0,0,0,0,0,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Rallus elegans,Rallidae,,,352,6,2,0,0,0,2,0,4,0,0,0,0,6,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nomonyx dominicus,,,"aka Oxyura dominica
",363,2,0,0,0,0,2,6,0,0,0,0,10,0,0,0,jetz,Dunning
Bubulcus ibis,Ardeidae,,,365,7,2,0,0,0,0,1,9,0,0,0,0,1,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Egretta thula,Ardeidae,,,370,5,5,0,0,0,0,0,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Rostrhamus sociabilis,Accipitridae,,,376.5,9,1,0,0,0,0,0,0.5,0,0,0,0,9.5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Amazona amazonica,Psittacidae,ORANGE-WINGED PARROT,,383.5,0,0,0,10,0,0,0,0,3.33,3.33,3.33,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Corvus leucognaphalus,Corvidae,White necked crow,,388.3,1,4,0,5,0,0,0,0,0,0,10,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",genus av of 3
Egretta gularis,,,aka Ardea gularis or Ardea garzetta,400,6,4,0,0,0,0,0,4,0,0,0,0,6,0,0,Jetz,Dunning
Tyto glaucops,Tytonidae,,,402.5,0,10,0,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",genus av of 2
Buteo platypterus,Accipitridae,BROAD-WINGED HAWK,,412.5,1,9,0,0,0,0,0,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Corvus nasicus,Corvidae,,,420,5,0,0,5,0,0,0,3,2,2,3,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Egretta rufescens,Ardeidae,,,450,1,9,0,0,0,0,0,1,0,0,0,0,9,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tyto cavatica,,,EXTINCT,470,2,8,0,0,0,0,0,10,0,0,0,0,0,0,1,Boyer,estimate: smaller than T. alba but larger than T glaucops
Nesotrochis debooyi,Rallidae,largest,EXTINCT,500,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,large-ish rail
Anas bahamensis,Anatidae,,,503.5,0,0,0,0,0,5,5,0,0,0,0,4,6,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Amazona oratrix,Psittacidae,,often considered a subspecies of Amazona ochrocephala,510,0,0,0,5,0,5,0,0,4,4,2,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",HAndbook
Campephilus principalis,Picidae,,,510,9,0,0,1,0,0,0,0,0,10,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Plegadis falcinellus,Threskiornithidae,,,532.5,7,3,0,0,0,0,0,0,0,0,0,0,10,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Tyto alba,Tytonidae,,,550,1,8,1,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Oxyura jamaicensis,Anatidae,,,552.5,5,0,0,0,0,5,0,0,0,0,0,9,1,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ortalis ruficauda,Cracidae,,,615,0,0,0,8,0,0,2,2,0,8,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Fulica caribaea,Rallidae,CARIBBEAN COOT,,619.7,2,0,0,0,0,4,4,0,0,0,0,5,5,0,0,jetz,
Fulica americana,Rallidae,,,619.75,2,0,1,0,0,2,5,5,0,0,0,0,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Buteo lineatus,Accipitridae,RED-SHOULDERED HAWK,,625,2,8,0,0,0,0,0,3.33,3.33,3.33,0,0,0,0,0,jetz,
Nycticorax nycticorax,Ardeidae,,,662.5,5,5,0,0,0,0,0,1,0,0,0,0,9,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Asio stygius,Strigidae,,,675,3,7,0,0,0,0,0,10,0,0,0,0,0,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Aix sponsa,Anatidae,,,680.5,0,0,0,0,0,6,4,0,0,0,0,4,6,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Dendrocygna bicolor,Anatidae,,,688,1,0,0,3,0,3,3,0,0,0,0,1,9,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Nyctanassa violacea,Ardeidae,,"\Nycticorax violaceus\""""",716,1,9,0,0,0,0,0,5,0,0,0,0,5,0,1,jetz,Dunning
Burhinus bistriatus,Burhinidae,,,787,8,1,1,0,0,0,0,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Caracara creightoni,,,EXTINCT; aka Polyborus creightoni,800,2,4,4,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,similar to living caracara
Caracara latebrosus,,,EXTINCT,800,2,4,4,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,similar to living caracara
Milvago alexandri,,Hispaniolan Caracara,EXTINCT; aka genus Caracara,800,2,4,4,0,0,0,0,10,0,0,0,0,0,0,0,Boyer,similar to living caracara
Gallus gallus,Phasianidae,RED JUNGLEFOWL,,820,3,0,0,2,0,2,3,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ardea alba,Ardeidae,GREAT EGRET,Casmerodius albus,935,4,6,0,0,0,0,0,5,0,0,0,0,5,0,0,jetz,Dunning
Buteogallus anthracinus,Accipitridae,COMMON BLACK-HAWK,,996,3,7,0,0,0,0,0,5,4,1,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Buteogallus urubitinga,Accipitridae,,,999.75,1,7,1,1,0,0,0,4,0,0,4,0,2,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Eudocimus albus,Threskiornithidae,,,1036,5,5,0,0,0,0,0,0,0,0,0,0,10,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Tyto noeli,,,EXTINCT,1065,0,10,0,0,0,0,0,6,2,2,0,0,0,0,1,Boyer,estimated allometrically from femur width at midshaft of 6.25 mm
Aramus guarauna,Aramidae,,,1080,9,1,0,0,0,0,0,1,0,0,0,0,9,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.",Dunning
Buteo jamaicensis,Accipitridae,RED-TAILED HAWK,,1087.5,1,9,0,0,0,0,0,0,0,3.33,3.33,0,0,3.33,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ara tricolor,,,Historical Extinction,1100,0,0,0,5,0,5,0,0,1,4,5,0,0,0,0,Boyer,"rough estimate. ""similar to other Macaws"""
Egretta alba,Ardeidae,,aka: Ardea alba,1100,2,8,0,0,0,0,0,2,0,0,0,0,8,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Dendrocygna arborea,Anatidae,,,1150,1,0,0,5,0,4,0,9,0,0,0,0,1,0,1,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Phasianus colchicus,Phasianidae,COMMON PHEASANT,,1167,1,0,0,3,0,3,3,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Spizaetus ornatus,Accipitridae,,,1225,1,9,0,0,0,0,0,0,1,8,1,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Caracara plancus,Falconidae,,,1250,2,2,6,0,0,0,0,10,0,0,0,0,0,0,0,jetz,
Numida meleagris,Phasianidae,,,1299,1,0,0,0,0,8,1,10,0,0,0,0,0,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Anhinga anhinga,Anhingidae,,,1350,1,9,0,0,0,0,0,0,0,0,0,5,5,0,0,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print.","Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Cathartes aura,Ciconiidae,TURKEY VULTURE,,1425,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,jetz,"Handbook of the Birds of the World. Barcelona: Lynx Edicions, 1992. Print."
Ajaia ajaja,Threskiornithidae,ROSEATE SPOONBILL,,1495,4,5,0,0,0,0,1,0,0,0,0,0,10,0,0,jetz,Dunning
Tyto ostologa,,,EXTINCT,1505,0,10,0,0,0,0,0,6,2,2,0,0,0,0,1,Boyer,estimated allometrically from femur width at midshaft of 7.2 mm
